,Unnamed: 0,Unnamed: 0.1,id,chart_date,target_rank,actual_rank,title,artist,peak_rank,weeks_on_chart,Genre,wiki_genre
249,249,249,361,1977-01-15,23,25.0,This Song,George Harrison,25.0,11.0,classic rock,Rock
250,250,250,362,1974-02-09,42,43.0,Last Kiss,Wednesday,34.0,18.0,pop,Rhythm and blues
251,251,251,364,1970-04-04,18,18.0,Evil Ways,Santana,9.0,13.0,rock,Jazz fusion
252,252,252,366,1973-08-25,9,11.0,Feelin' Stronger Every Day,Chicago,10.0,16.0,classic rock,Rock
253,253,253,367,1977-08-27,31,31.0,Undercover Angel,Alan O'Day,1.0,25.0,70s,Pop rock
254,254,254,369,1967-01-07,66,66.0,Kind Of A Drag,The Buckinghams,1.0,13.0,60s,Not Found
255,255,255,370,1989-10-07,23,24.0,Kisses On The Wind,Neneh Cherry,8.0,14.0,female vocalists,Not Found
256,256,256,371,1963-06-29,40,41.0,Losing You,Brenda Lee,6.0,13.0,oldies,Pop
257,257,257,372,1983-08-20,95,94.0,Scarlet Fever,Kenny Rogers,94.0,2.0,country,Country
258,258,258,377,1973-09-22,68,70.0,I Can't Stand The Rain,Ann Peebles,38.0,21.0,soul,Soul
259,259,259,378,1990-04-28,25,26.0,The Humpty Dance,Digital Underground,11.0,23.0,Hip-Hop,Golden age hip hop
260,260,260,380,1974-06-08,41,42.0,Best Thing That Ever Happened To Me,Gladys Knight & The Pips,3.0,17.0,soul,Not Found
261,261,261,381,1973-03-31,63,63.0,Hocus Pocus,Focus,9.0,19.0,Progressive rock,Progressive rock
262,262,262,382,1991-06-08,76,76.0,Where The Streets Have No Name,Pet Shop Boys,72.0,7.0,synthpop,Rock
263,263,263,383,1966-08-13,19,20.0,Sunshine Superman,Donovan,1.0,13.0,folk,Psychedelic pop
264,264,264,384,1985-08-10,2,3.0,If You Love Somebody Set Them Free,Sting,3.0,18.0,rock,Pop rock
265,265,265,385,1990-04-14,23,25.0,Hold On,Wilson Phillips,1.0,25.0,pop,Pop rock
266,266,266,386,1970-12-26,57,56.0,I Really Don't Want To Know,Elvis Presley,21.0,9.0,rock n roll,Not Found
267,267,267,387,1964-11-14,18,18.0,Time Is On My Side,The Rolling Stones,6.0,13.0,classic rock,Rock
268,268,268,389,1984-11-17,89,89.0,Tenderness,General Public,27.0,18.0,new wave,Not Found
269,269,269,390,1976-06-26,38,40.0,Young Hearts Run Free,Candi Staton,20.0,16.0,soul,Disco
270,270,270,391,1969-06-07,19,19.0,It's Your Thing,The Isley Brothers,2.0,14.0,soul,Funk
271,271,271,393,1980-07-26,22,22.0,Misunderstanding,Genesis,14.0,18.0,Progressive rock,Pop rock
272,272,272,395,1977-04-02,54,54.0,Here Come Those Tears Again,Jackson Browne,23.0,9.0,singer-songwriter,Rock
273,273,273,396,1958-09-22,32,33.0,Fever,Peggy Lee,8.0,16.0,jazz,Rhythm and blues
274,274,274,397,1969-12-27,47,48.0,Kozmic Blues,Janis Joplin,41.0,9.0,classic rock,Blues rock
275,275,275,399,1959-01-19,14,13.0,One Night,Elvis Presley,4.0,17.0,rock n roll,Rhythm and blues
276,276,276,400,1975-01-25,53,54.0,Woman To Woman,Shirley Brown,22.0,14.0,soul,Not Found
277,277,277,401,1985-06-22,17,19.0,The Goonies R Good Enough,Cyndi Lauper,10.0,15.0,80s,New wave
278,278,278,402,1964-10-17,4,5.0,Last Kiss,J. Frank Wilson & The Cavaliers,2.0,20.0,oldies,Rhythm and blues
279,279,279,403,1967-05-13,32,32.0,I Never Loved A Man (The Way I Love You),Aretha Franklin,9.0,11.0,soul,Southern soul
280,280,280,404,1962-12-08,12,11.0,He's A Rebel,The Crystals,1.0,18.0,60s,Rock and roll
281,281,281,406,1975-03-08,88,88.0,Amie,Pure Prairie League,27.0,13.0,country rock,Country rock
282,282,282,407,1987-05-16,71,72.0,Wild Horses,Gino Vannelli,55.0,15.0,pop,Not Found
283,283,283,410,1961-02-20,28,27.0,Jimmy's Girl,Johnny Tillotson,25.0,11.0,oldies,Not Found
284,284,284,412,1972-11-25,78,80.0,Sunday Morning Sunshine,Harry Chapin,75.0,6.0,folk,Not Found
285,285,285,414,1991-06-01,91,93.0,Someone,The Rembrandts,78.0,10.0,rock,Not Found
286,286,286,415,1976-01-24,34,33.0,Golden Years,David Bowie,10.0,21.0,rock,Funk
287,287,287,417,1982-12-11,47,47.0,"(You're So Square) Baby, I Don't Care",Joni Mitchell,47.0,9.0,folk,Not Found
288,288,288,418,1967-12-23,16,17.0,Chain Of Fools,Aretha Franklin,2.0,12.0,soul,R&B
289,289,289,419,1979-04-07,26,26.0,Blow Away,George Harrison,16.0,14.0,classic rock,Rock
290,290,290,421,1969-04-26,48,46.0,Pinball Wizard,The Who,19.0,11.0,classic rock,Hard rock
291,291,291,425,1963-02-02,47,48.0,See See Rider,LaVern Baker,34.0,11.0,rhythm and blues,Blues
292,292,292,426,1985-11-09,32,32.0,I m Goin  Down,Bruce Springsteen,9.0,13.0,rock,Not Found
293,293,293,427,1969-01-11,63,62.0,Bluebirds Over The Mountain,The Beach Boys,61.0,6.0,classic rock,Hard rock
294,294,294,429,1971-05-29,5,6.0,Put Your Hand In The Hand,Ocean,2.0,14.0,rock,Pop
295,295,295,430,1984-05-12,77,77.0,I Want A New Drug,Huey Lewis,6.0,19.0,rock,Not Found
296,296,296,432,1971-01-09,65,64.0,One Bad Apple,The Osmonds,1.0,15.0,pop,Pop
297,297,297,433,1972-09-23,47,47.0,If I Could Reach You,The 5th Dimension,10.0,15.0,60s,Soul
298,298,298,434,1960-03-07,15,15.0,Where Or When,Dion,3.0,16.0,oldies,Doo-wop
299,299,299,439,1963-02-09,6,7.0,Ruby Baby,Dion,2.0,13.0,oldies,Country
300,300,300,442,1990-12-22,54,52.0,World In My Eyes,Depeche Mode,52.0,10.0,electronic,Synthpop
301,301,301,443,1981-12-05,99,97.0,Better Things,The Kinks,92.0,8.0,classic rock,Pop
302,302,302,444,1971-01-09,31,29.0,I Really Don't Want To Know,Elvis Presley,21.0,9.0,rock n roll,Not Found
303,303,303,445,1975-05-03,43,43.0,Old Days,Chicago,5.0,11.0,classic rock,Rock
304,304,304,446,1974-12-14,44,42.0,Back Home Again,John Denver,5.0,16.0,country,Country
305,305,305,448,1984-05-26,22,22.0,Jump (for My Love),The Pointer Sisters,3.0,24.0,Disco,Dance
306,306,306,450,1981-08-22,6,5.0,Jessie's Girl,Rick Springfield,1.0,32.0,80s,Power pop
307,307,307,451,1989-03-11,83,81.0,Got It Made,"Crosby, Stills, Nash",69.0,8.0,All,Not Found
308,308,308,452,1989-07-15,65,64.0,Don't Say You Love Me,Billy Squier,58.0,15.0,classic rock,Not Found
309,309,309,454,1974-09-07,10,11.0,Feel Like Makin' Love,Roberta Flack,1.0,16.0,soul,Soul
310,310,310,455,1962-06-09,31,32.0,Walk On The Wild Side (Part 1),Jimmy Smith,21.0,11.0,jazz,Not Found
311,311,311,456,1978-07-22,94,96.0,With A Little Luck,Paul McCartney,1.0,18.0,classic rock,Not Found
312,312,312,457,1964-06-13,76,78.0,Not Fade Away,The Rolling Stones,48.0,13.0,classic rock,Rock and roll
313,313,313,458,1986-03-08,37,38.0,Addicted To Love,Robert Palmer,1.0,22.0,80s,Pop rock
314,314,314,461,1963-03-30,54,56.0,On Broadway,The Drifters,9.0,10.0,soul,Soul
315,315,315,463,1982-08-21,78,78.0,Seasons Of The Heart,John Denver,78.0,5.0,country,Not Found
316,316,316,464,1984-09-15,39,39.0,Flesh For Fantasy,Billy Idol,29.0,12.0,rock,Not Found
317,317,317,465,1987-07-11,52,52.0,Give To Live,Sammy Hagar,23.0,17.0,hard rock,Not Found
318,318,318,467,1967-05-20,73,73.0,Little Bit O' Soul,The Music Explosion,2.0,16.0,Garage Rock,Pop rock
319,319,319,468,1966-08-20,41,42.0,Ain't Too Proud To Beg,The Temptations,13.0,13.0,soul,Soul
320,320,320,469,1988-07-02,56,56.0,In Your Soul,Corey Hart,38.0,10.0,80s,Pop
321,321,321,471,1964-01-04,15,14.0,As Usual,Brenda Lee,12.0,11.0,oldies,Pop
322,322,322,472,1978-01-28,43,44.0,Sweet Music Man,Kenny Rogers,44.0,8.0,country,Country
323,323,323,473,1969-10-25,13,13.0,Come Together,The Beatles,1.0,16.0,classic rock,Blues rock
324,324,324,474,1969-10-18,83,84.0,Silver Threads And Golden Needles,The Cowsills,74.0,7.0,60s,Not Found
325,325,325,475,1980-01-05,56,56.0,Daydream Believer,Anne Murray,12.0,17.0,country,Psychedelic pop
326,326,326,476,1991-08-24,19,18.0,I Adore Mi Amor,Color Me Badd,1.0,20.0,90s,R&B
327,327,327,477,1967-08-26,18,18.0,Carrie-Anne,The Hollies,9.0,13.0,60s,Not Found
328,328,328,478,1978-12-02,65,65.0,One Last Kiss,The J. Geils Band,35.0,13.0,classic rock,Rock
329,329,329,479,1964-11-21,56,56.0,Wendy,The Beach Boys,44.0,6.0,classic rock,Rock
330,330,330,480,1981-06-27,49,50.0,Give It To Me Baby,Rick James,40.0,14.0,funk,Funk
331,331,331,481,1969-03-22,17,17.0,"Baby, Baby Don't Cry",The Miracles,8.0,14.0,soul,Soul
332,332,332,482,1981-08-15,62,61.0,I'm In Love,"Evelyn ""Champagne"" King",40.0,14.0,Disco,Not Found
333,333,333,483,1973-06-16,13,11.0,Right Place Wrong Time,Dr. John,9.0,20.0,blues,Not Found
334,334,334,484,1962-07-07,65,65.0,Heart In Hand,Brenda Lee,15.0,8.0,oldies,Not Found
335,335,335,485,1977-05-07,31,30.0,Rich Girl,Daryl Hall & John Oates,1.0,20.0,80s,Not Found
336,336,336,490,1974-07-06,51,51.0,My Thang,James Brown,29.0,13.0,funk,Funk
337,337,337,492,1981-03-21,14,15.0,Don't Stand So Close To Me,The Police,10.0,18.0,rock,Rock
338,338,338,494,1981-10-10,94,96.0,I Don't Need You,Kenny Rogers,3.0,18.0,country,Country
339,339,339,497,1974-08-31,82,81.0,City In The Sky,The Staple Singers,79.0,7.0,soul,Not Found
340,340,340,500,1959-04-27,93,93.0,The Battle Of New Orleans,Johnny Horton,1.0,20.0,country,Not Found
341,341,341,501,1978-07-01,17,17.0,Last Dance,Donna Summer,3.0,21.0,Disco,Disco
342,342,342,502,1965-07-03,20,21.0,I've Been Loving You Too Long (To Stop Now),Otis Redding,21.0,11.0,soul,Soul
343,343,343,503,1991-11-09,30,31.0,Good Vibrations,Marky Mark,1.0,19.0,90s,Psychedelic rock
344,344,344,504,1974-01-19,1,2.0,The Joker,Steve Miller Band,1.0,20.0,classic rock,Rock
345,345,345,506,1977-02-19,33,33.0,After The Lovin',Engelbert Humperdinck,8.0,19.0,oldies,Not Found
346,346,346,507,1980-01-19,22,22.0,Still,Commodores,1.0,20.0,soul,Pop
347,347,347,508,1973-09-29,58,58.0,For Ol' Times Sake,Elvis Presley,41.0,9.0,rock n roll,Not Found
348,348,348,510,1964-03-28,96,97.0,How Blue Can You Get,B.B. King,97.0,2.0,blues,Blues
349,349,349,511,1962-06-09,61,61.0,Oh My Angel,Bertha Tillman,61.0,9.0,oldies,Not Found
350,350,350,512,1982-06-12,67,66.0,Going To A Go-Go,The Rolling Stones,25.0,11.0,classic rock,Soul
351,351,351,515,1961-07-03,51,50.0,Fool That I Am,Etta James,50.0,6.0,blues,Not Found
352,352,352,516,1963-07-20,31,33.0,Those Lazy-Hazy-Crazy Days Of Summer,"Nat ""King"" Cole",6.0,12.0,jazz,Not Found
353,353,353,517,1981-05-30,16,16.0,All Those Years Ago,George Harrison,2.0,16.0,classic rock,Rock
354,354,354,518,1969-10-18,64,64.0,Suite: Judy Blue Eyes,"Crosby, Stills & Nash",21.0,12.0,All,Folk rock
355,355,355,521,1990-08-11,86,85.0,The Humpty Dance,Digital Underground,11.0,23.0,Hip-Hop,Golden age hip hop
356,356,356,522,1976-08-21,20,20.0,Young Hearts Run Free,Candi Staton,20.0,16.0,soul,Disco
357,357,357,524,1985-05-11,78,80.0,Private Dancer,Tina Turner,7.0,18.0,pop,Pop
358,358,358,525,1975-05-10,44,44.0,Trampled Under Foot,Led Zeppelin,38.0,7.0,classic rock,Hard rock
359,359,359,526,1986-10-04,60,62.0,Love Comes Quickly,Pet Shop Boys,62.0,8.0,synthpop,Synthpop
360,360,360,528,1969-07-05,8,7.0,Crystal Blue Persuasion,Tommy James,2.0,15.0,classic rock,Blue-eyed soul
361,361,361,530,1990-12-22,87,89.0,This House,Tracie Spencer,3.0,23.0,rnb,Pop
362,362,362,531,1985-12-14,59,58.0,Running Up That Hill,Kate Bush,30.0,20.0,female vocalists,Symphonic metal
363,363,363,533,1961-08-28,65,65.0,"Baby, You're Right",James Brown,49.0,4.0,funk,Rhythm and blues
364,364,364,537,1970-09-19,34,35.0,Indiana Wants Me,R. Dean Taylor,5.0,15.0,northern soul,Soft rock
365,365,365,539,1980-12-06,48,48.0,Stop This Game,Cheap Trick,48.0,12.0,classic rock,Rock
366,366,366,540,1979-12-22,93,92.0,With You I'm Born Again,Billy Preston,4.0,29.0,soul,Soul
367,367,367,542,1984-10-27,6,6.0,Wake Me Up Before You Go-Go,Wham!,1.0,24.0,80s,Dance-pop
368,368,368,543,1968-12-28,31,30.0,If I Can Dream,Elvis Presley,12.0,13.0,rock n roll,Soul
369,369,369,545,1973-10-20,85,85.0,Redneck Friend,Jackson Browne,85.0,10.0,singer-songwriter,Rock
370,370,370,546,1977-03-12,80,79.0,Disco Inferno,The Trammps,11.0,29.0,Disco,Disco
371,371,371,547,1978-09-02,54,54.0,Almost Like Being In Love,Michael Johnson,32.0,12.0,pop,Not Found
372,372,372,549,1966-04-30,93,92.0,Double Shot (Of My Baby's Love),Swingin' Medallions,17.0,13.0,Garage Rock,Not Found
373,373,373,550,1978-12-23,69,71.0,Shake Your Groove Thing,Peaches & Herb,5.0,22.0,soul,Disco
374,374,374,552,1979-08-04,40,40.0,Born To Be Alive,Patrick Hernandez,16.0,19.0,Not Found,Not Found
375,375,375,553,1983-06-25,49,48.0,Maniac,Michael Sembello,1.0,22.0,80s,Synthpop
376,376,376,554,1963-01-12,98,100.0,Walk Right In,The Moments,82.0,5.0,soul,Folk music
377,377,377,555,1978-08-12,70,69.0,Surrender,Cheap Trick,62.0,8.0,classic rock,Rock
378,378,378,559,1979-01-27,31,31.0,Baby I'm Burnin',Dolly Parton,25.0,14.0,country,Disco
379,379,379,560,1970-05-30,4,4.0,Cecilia,Simon & Garfunkel,4.0,13.0,folk,Pop rock
380,380,380,561,1980-08-16,22,24.0,Boulevard,Jackson Browne,19.0,16.0,singer-songwriter,Rock
381,381,381,562,1961-07-10,56,54.0,Fool That I Am,Etta James,50.0,6.0,blues,Not Found
382,382,382,565,1967-09-09,87,89.0,Judy,Elvis Presley,78.0,5.0,rock n roll,Not Found
383,383,383,567,1989-03-04,25,25.0,The Look,Roxette,1.0,19.0,pop,Pop rock
384,384,384,568,1979-05-19,64,65.0,Dance Away,Roxy Music,44.0,9.0,glam rock,Soft rock
385,385,385,570,1963-06-15,76,75.0,Six Days On The Road,Dave Dudley,32.0,11.0,country,Not Found
386,386,386,571,1961-05-29,65,65.0,Quarter To Three,Gary U.S. Bonds,1.0,15.0,oldies,Doo-wop
387,387,387,572,1986-01-18,39,38.0,"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",Baltimora,13.0,38.0,80s,Not Found
388,388,388,573,1975-07-19,59,59.0,"Oh Me, Oh My (Dreams In My Arms)",Al Green,48.0,6.0,soul,Not Found
389,389,389,574,1985-05-11,34,34.0,Along Comes A Woman,Chicago,14.0,16.0,classic rock,Not Found
390,390,390,577,1970-10-10,85,84.0,Let's Work Together,Canned Heat,26.0,11.0,blues,Blues
391,391,391,578,1989-01-21,27,27.0,Giving You The Best That I Got,Anita Baker,3.0,22.0,soul,Not Found
392,392,392,579,1965-07-31,86,86.0,Heart Full Of Soul,The Yardbirds,9.0,12.0,classic rock,Psychedelic rock
393,393,393,580,1962-05-26,75,75.0,I Found A Love,The Falcons,75.0,9.0,soul,Not Found
394,394,394,582,1971-04-03,52,50.0,I Don't Blame You At All,The Miracles,18.0,12.0,soul,Pop
395,395,395,583,1961-08-07,57,58.0,Amor,Ben E. King,18.0,10.0,soul,Not Found
396,396,396,585,1968-12-07,30,28.0,Too Weak To Fight,Clarence Carter,13.0,15.0,soul,Not Found
397,397,397,587,1965-08-14,6,6.0,Unchained Melody,The Righteous Brothers,4.0,13.0,oldies,Blue-eyed soul
398,398,398,588,1978-01-14,10,10.0,We Are The Champions,Queen,4.0,27.0,classic rock,Hard rock
399,399,399,589,1982-10-09,36,36.0,Southern Cross,"Crosby, Stills & Nash",18.0,17.0,All,Not Found
400,400,400,590,1987-02-07,23,23.0,Talk To Me,Chico DeBarge,21.0,20.0,rnb,Not Found
401,401,401,591,1980-03-15,99,99.0,The Long Run,Eagles,8.0,15.0,classic rock,Pop rock
402,402,402,592,1989-03-04,42,43.0,All She Wants Is,Duran Duran,22.0,13.0,80s,New wave
403,403,403,594,1982-10-16,74,73.0,Situation,Yaz,73.0,8.0,80s,Synthpop
404,404,404,596,1962-02-10,19,19.0,Letter Full Of Tears,Gladys Knight & The Pips,19.0,11.0,soul,Not Found
405,405,405,597,1964-11-07,31,30.0,Time Is On My Side,The Rolling Stones,6.0,13.0,classic rock,Rock
406,406,406,598,1964-04-25,34,32.0,Wish Someone Would Care,Irma Thomas,17.0,12.0,soul,Not Found
407,407,407,599,1991-07-27,99,99.0,Hey Stoopid,Alice Cooper,78.0,5.0,hard rock,Heavy metal
408,408,408,600,1985-12-21,54,52.0,"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",Baltimora,13.0,38.0,80s,Not Found
409,409,409,601,1974-09-28,88,90.0,I Can Help,Billy Swan,1.0,18.0,country,Pop
410,410,410,603,1959-08-10,53,55.0,Sleep Walk,Santo & Johnny,1.0,18.0,oldies,Instrumental rock
411,411,411,605,1970-03-28,45,44.0,The Thrill Is Gone,B.B. King,15.0,14.0,blues,Blues
412,412,412,606,1973-12-29,58,57.0,I Love,Tom T. Hall,12.0,16.0,country,Country
413,413,413,607,1974-12-21,50,49.0,Everlasting Love,Carl Carlton,6.0,15.0,funk,Soul
414,414,414,608,1982-03-06,18,18.0,Harden My Heart,Quarterflash,3.0,24.0,80s,Rock
415,415,415,610,1978-04-08,44,44.0,Rocket Ride,Kiss,39.0,10.0,hard rock,Progressive metal
416,416,416,614,1969-06-28,59,60.0,I Want To Take You Higher,Sly & The Family Stone,38.0,16.0,funk,Psychedelic soul
417,417,417,615,1978-09-23,9,9.0,Hot Child In The City,Nick Gilder,1.0,31.0,rock,Pop rock
418,418,418,616,1968-06-01,2,1.0,Mrs. Robinson,Simon & Garfunkel,1.0,13.0,folk,Folk rock
419,419,419,617,1961-09-04,31,32.0,(Marie's the Name) His Latest Flame,Elvis Presley,4.0,11.0,rock n roll,Rock and roll
420,420,420,618,1964-07-04,47,46.0,Everybody Loves Somebody,Dean Martin,1.0,15.0,jazz,Traditional pop
421,421,421,619,1967-12-23,22,23.0,If I Could Build My Whole World Around You,"Marvin Gaye,Tammi Terrell",10.0,11.0,soul,Soul
422,422,422,620,1987-07-25,82,80.0,"Twistin  The Night Away (From ""Innerspace"")",Rod Stewart,80.0,4.0,classic rock,Not Found
423,423,423,621,1984-08-18,1,1.0,Ghostbusters,Ray Parker Jr.,1.0,21.0,80s,Pop
424,424,424,623,1970-09-05,83,82.0,It's Only Make Believe,Glen Campbell,10.0,12.0,country,Country
425,425,425,625,1973-09-01,29,30.0,Higher Ground,Stevie Wonder,4.0,14.0,soul,Funk
426,426,426,627,1990-05-26,91,92.0,Nick Of Time,Bonnie Raitt,92.0,3.0,blues,Not Found
427,427,427,628,1990-03-31,44,43.0,Hold On,Wilson Phillips,1.0,25.0,pop,Pop rock
428,428,428,629,1983-04-02,14,14.0,Beat It,Michael Jackson,1.0,25.0,pop,Hard rock
429,429,429,631,1971-09-04,36,37.0,If You Really Love Me,Stevie Wonder,8.0,14.0,soul,R&B
430,430,430,633,1983-03-05,72,71.0,Maneater,Daryl Hall & John Oates,1.0,23.0,80s,Not Found
431,431,431,634,1987-04-25,47,48.0,Brass Monkey,Beastie Boys,48.0,10.0,Hip-Hop,Hip hop
432,432,432,635,1964-07-04,21,22.0,The Little Old Lady (From Pasadena),Jan & Dean,3.0,11.0,Surf,Not Found
433,433,433,636,1977-02-05,25,24.0,After The Lovin',Engelbert Humperdinck,8.0,19.0,oldies,Not Found
434,434,434,637,1983-08-13,22,23.0,Human Nature,Michael Jackson,7.0,14.0,pop,Soft rock
435,435,435,638,1963-05-04,45,45.0,Out Of My Mind,Johnny Tillotson,24.0,10.0,oldies,Not Found
436,436,436,640,1973-06-09,79,77.0,Think,James Brown,33.0,16.0,funk,Rhythm and blues
437,437,437,643,1967-01-28,99,100.0,The People In Me,The Music Machine,66.0,8.0,Garage Rock,Garage rock
438,438,438,645,1968-03-23,1,1.0,(Sittin' On) The Dock Of The Bay,Otis Redding,1.0,16.0,soul,Rhythm and blues
439,439,439,647,1987-03-21,85,85.0,Caught Up In The Rapture,Anita Baker,37.0,18.0,soul,Not Found
440,440,440,648,1988-02-20,3,2.0,What Have I Done To Deserve This?,Pet Shop Boys,2.0,12.0,synthpop,Not Found
441,441,441,649,1970-11-07,61,61.0,Stoned Love,The Supremes,7.0,14.0,soul,Soul
442,442,442,650,1964-03-28,8,8.0,"Hello, Dolly!",Louis Armstrong,1.0,22.0,jazz,Pop
443,443,443,651,1983-01-29,80,78.0,It's Raining Men,The Weather Girls,46.0,11.0,Disco,Hi-NRG
444,444,444,654,1982-01-30,75,73.0,Tainted Love,Soft Cell,8.0,43.0,new wave,Northern soul
445,445,445,655,1976-08-28,67,66.0,Sunrise,Eric Carmen,34.0,10.0,pop,Not Found
446,446,446,656,1980-08-16,79,79.0,Years From Now,Dr. Hook,51.0,9.0,classic rock,Not Found
447,447,447,657,1988-08-13,89,90.0,In Your Soul,Corey Hart,38.0,10.0,80s,Pop
448,448,448,658,1964-11-14,23,22.0,Ask Me,Elvis Presley,12.0,12.0,rock n roll,Pop
449,449,449,659,1982-02-06,4,4.0,Harden My Heart,Quarterflash,3.0,24.0,80s,Rock
450,450,450,660,1988-01-02,16,18.0,There's The Girl,Heart,12.0,17.0,classic rock,Electronic rock
451,451,451,662,1972-01-29,44,45.0,Looking For A Love,The J. Geils Band,39.0,10.0,classic rock,Not Found
452,452,452,663,1980-08-09,61,62.0,He's So Shy,Pointer Sisters,3.0,26.0,Disco,Not Found
453,453,453,664,1972-01-22,40,39.0,Looking For A Love,The J. Geils Band,39.0,10.0,classic rock,Not Found
454,454,454,668,1975-02-22,42,41.0,Big Yellow Taxi,Joni Mitchell,24.0,16.0,folk,Folk rock
455,455,455,669,1966-07-30,43,43.0,You Can't Roller Skate In A Buffalo Herd,Roger Miller,40.0,6.0,country,Not Found
456,456,456,670,1991-06-08,10,12.0,Silent Lucidity,Queensryche,9.0,17.0,Not Found,Symphonic rock
457,457,457,671,1977-11-19,78,80.0,Heaven's Just A Sin Away,The Kendalls,69.0,7.0,country,Not Found
458,458,458,672,1963-05-25,60,59.0,Baby Workout,Jackie Wilson,5.0,12.0,soul,Rock n roll
459,459,459,674,1963-12-14,13,13.0,Sugar Shack,The Fireballs,1.0,15.0,Surf,Rock and roll
460,460,460,675,1968-11-23,84,85.0,With A Little Help From My Friends,Joe Cocker,68.0,6.0,classic rock,Blues rock
461,461,461,677,1971-06-05,20,20.0,Don't Knock My Love - Pt. 1,Wilson Pickett,13.0,12.0,soul,Not Found
462,462,462,678,1964-10-31,95,95.0,Chained And Bound,Otis Redding,70.0,7.0,soul,Not Found
463,463,463,680,1981-08-15,51,51.0,All Those Years Ago,George Harrison,2.0,16.0,classic rock,Rock
464,464,464,681,1987-06-27,38,38.0,With Or Without You,U2,1.0,18.0,rock,Rock
465,465,465,682,1972-08-19,1,2.0,Brandy (You're A Fine Girl),Looking Glass,1.0,16.0,70s,Not Found
466,466,466,683,1982-01-16,70,72.0,That Girl,Stevie Wonder,4.0,18.0,soul,Electropop
467,467,467,684,1973-08-11,11,11.0,Feelin' Stronger Every Day,Chicago,10.0,16.0,classic rock,Rock
468,468,468,685,1991-05-11,10,11.0,Silent Lucidity,Queensryche,9.0,17.0,Not Found,Symphonic rock
469,469,469,687,1988-01-23,2,2.0,Need You Tonight,INXS,1.0,24.0,rock,Funk rock
470,470,470,688,1968-08-24,70,72.0,On The Road Again,Canned Heat,16.0,11.0,blues,Blues rock
471,471,471,689,1964-10-10,82,82.0,"The Anaheim, Azusa & Cucamonga Sewing Circle, Book Review And Timing Association",Jan & Dean,77.0,3.0,Surf,Not Found
472,472,472,690,1981-07-04,22,23.0,Queen Of Hearts,Juice Newton,2.0,27.0,country,Not Found
473,473,473,691,1966-12-10,52,51.0,Tell It Like It Is,Aaron Neville,2.0,14.0,soul,R&B
474,474,474,692,1973-01-27,75,77.0,Fever,Rita Coolidge,76.0,7.0,female vocalists,Not Found
475,475,475,695,1980-07-26,33,33.0,Boulevard,Jackson Browne,19.0,16.0,singer-songwriter,Rock
476,476,476,696,1965-06-05,76,78.0,Too Many Rivers,Brenda Lee,13.0,13.0,oldies,Country
477,477,477,698,1985-08-17,83,85.0,People Get Ready,Jeff Beck,48.0,10.0,classic rock,Soul
478,478,478,699,1979-03-10,81,82.0,Heartaches,Bachman-Turner Overdrive,60.0,7.0,classic rock,Not Found
479,479,479,700,1970-11-07,74,72.0,Does Anybody Really Know What Time It Is?,Chicago,7.0,13.0,classic rock,Jazz fusion
480,480,480,701,1983-07-23,54,55.0,White Wedding,Billy Idol,36.0,13.0,rock,Rock
481,481,481,705,1977-08-20,69,67.0,Baby Don't Change Your Mind,Gladys Knight & The Pips,52.0,11.0,soul,Not Found
482,482,482,706,1972-12-16,19,20.0,Living In The Past,Jethro Tull,11.0,14.0,Progressive rock,Progressive rock
483,483,483,707,1959-03-16,61,60.0,This Should Go On Forever,Rod Bernard,20.0,11.0,rockabilly,Swamp pop
484,484,484,708,1976-04-17,31,29.0,Sara Smile,Daryl Hall & John Oates,4.0,28.0,80s,Blue-eyed soul
485,485,485,709,1987-02-28,56,56.0,Caught Up In The Rapture,Anita Baker,37.0,18.0,soul,Not Found
486,486,486,711,1981-09-19,37,36.0,Some Days Are Diamonds (Some Days Are Stone),John Denver,36.0,20.0,country,Country
487,487,487,713,1971-09-18,56,58.0,Ko-Ko Joe,Jerry Reed,51.0,6.0,country,Country
488,488,488,716,1981-07-11,36,35.0,Lady (You Bring Me Up),Commodores,8.0,22.0,soul,Disco
489,489,489,720,1972-12-23,47,46.0,Rocky Mountain High,John Denver,9.0,19.0,country,Folk rock
490,490,490,721,1977-12-24,98,100.0,Help Is On Its Way,Little River Band,14.0,22.0,classic rock,Rock
491,491,491,722,1962-06-23,34,36.0,Where Are You,Dinah Washington,36.0,10.0,jazz,Not Found
492,492,492,723,1969-03-15,67,67.0,Maybe Tomorrow,Badfinger,67.0,6.0,classic rock,Not Found
493,493,493,725,1970-12-12,22,23.0,For The Good Times,Ray Price,11.0,24.0,country,Not Found
494,494,494,726,1963-01-12,81,79.0,Would It Make Any Difference To You,Etta James,64.0,7.0,blues,Not Found
495,495,495,727,1965-03-27,2,4.0,Eight Days A Week,The Beatles,1.0,10.0,classic rock,[1]
496,496,496,728,1976-03-13,55,55.0,Breaking Up Is Hard To Do,Neil Sedaka,1.0,25.0,oldies,Brill Building
497,497,497,729,1986-05-24,42,42.0,Pretty In Pink,Psychedelic Furs,41.0,11.0,new wave,Post-punk
498,498,498,730,1961-09-04,30,32.0,(Marie's the Name) His Latest Flame,Elvis Presley,4.0,11.0,rock n roll,Rock and roll
